%=====Percepción Visual=============DETECTION OF THE COLINEALITY=======©JA.Aznar-2004====================
% Mon Aug 12 17:08:29 2019
 % 
DNI= 31415926 
% =========================================================================================================================
%Num 	Condi 	Torsion 	Coline 	Resp 	Sentit 	TR 
% =========================================================================================================================
 50 	4 	45.00 	8.00 	0 	1 	  0.65
 51 	3 	30.00 	2.00 	0 	1 	  0.62
 52 	4 	45.00 	0.00 	0 	1 	  0.68
 53 	2 	15.00 	5.00 	0 	1 	  0.54
 54 	1 	0.00 	3.00 	0 	1 	  0.56
 55 	4 	45.00 	8.00 	0 	1 	  0.97
 56 	4 	45.00 	3.00 	0 	1 	  0.63
 57 	2 	15.00 	5.00 	0 	1 	  0.45
 58 	3 	30.00 	0.00 	0 	1 	  0.96
 59 	2 	15.00 	6.00 	0 	1 	  0.54
 60 	4 	45.00 	6.00 	0 	1 	  0.69
 61 	4 	45.00 	7.00 	0 	1 	  0.47
 62 	1 	0.00 	1.00 	0 	1 	  0.55
 63 	1 	0.00 	3.00 	0 	1 	  0.75
 64 	4 	45.00 	4.00 	0 	1 	  0.64
 65 	2 	15.00 	1.00 	0 	1 	  0.83
 66 	2 	15.00 	4.00 	0 	1 	  0.57
 67 	2 	15.00 	8.00 	0 	1 	  0.47
 68 	3 	30.00 	3.00 	0 	1 	  0.53
 69 	3 	30.00 	8.00 	0 	1 	  0.49
 70 	2 	15.00 	0.00 	0 	1 	  0.58
 71 	1 	0.00 	1.00 	0 	1 	  0.49
 72 	1 	0.00 	5.00 	0 	1 	  0.42
 73 	3 	30.00 	7.00 	0 	1 	  0.52
 74 	3 	30.00 	1.00 	0 	1 	  0.44
 75 	4 	45.00 	4.00 	0 	1 	  0.53
 76 	1 	0.00 	7.00 	0 	1 	  0.48
 77 	4 	45.00 	0.00 	0 	1 	  0.54
 78 	3 	30.00 	0.00 	0 	1 	  0.68
 79 	2 	15.00 	6.00 	0 	1 	  0.50
 80 	2 	15.00 	0.00 	0 	1 	  0.58
 81 	3 	30.00 	4.00 	0 	1 	  0.46
 82 	3 	30.00 	2.00 	0 	1 	  0.75
 83 	1 	0.00 	2.00 	0 	1 	  0.51
 84 	1 	0.00 	1.00 	0 	1 	  0.55
 85 	4 	45.00 	5.00 	0 	1 	  0.64
 86 	2 	15.00 	0.00 	0 	1 	  0.61
 87 	1 	0.00 	2.00 	0 	1 	  0.51
 88 	4 	45.00 	1.00 	0 	1 	  0.61
 89 	4 	45.00 	1.00 	0 	1 	  0.57
 90 	4 	45.00 	4.00 	0 	1 	  0.51
 91 	1 	0.00 	1.00 	0 	1 	  0.56
 92 	1 	0.00 	8.00 	0 	1 	  0.48
 93 	1 	0.00 	6.00 	0 	1 	  0.47
 94 	4 	45.00 	7.00 	0 	1 	  0.53
 95 	4 	45.00 	3.00 	0 	1 	  0.47
 96 	1 	0.00 	3.00 	0 	1 	  0.48
 97 	2 	15.00 	2.00 	0 	1 	  0.42
 98 	4 	45.00 	8.00 	0 	1 	  0.39
 99 	1 	0.00 	6.00 	0 	1 	  0.48
100 	4 	45.00 	8.00 	0 	1 	  0.43
101 	1 	0.00 	6.00 	0 	1 	  0.42
102 	4 	45.00 	7.00 	0 	1 	  0.36
103 	2 	15.00 	8.00 	0 	1 	  0.36
104 	1 	0.00 	5.00 	0 	1 	  0.39
105 	1 	0.00 	3.00 	0 	1 	  0.40
106 	2 	15.00 	1.00 	0 	1 	  0.43
107 	2 	15.00 	1.00 	0 	1 	  0.37
108 	4 	45.00 	7.00 	0 	1 	  0.54
109 	3 	30.00 	6.00 	0 	1 	  0.66
110 	1 	0.00 	2.00 	0 	1 	  0.48
111 	1 	0.00 	4.00 	0 	1 	  0.53
112 	1 	0.00 	7.00 	0 	1 	  0.50
113 	3 	30.00 	7.00 	0 	1 	  0.52
114 	2 	15.00 	6.00 	0 	1 	  0.66
115 	1 	0.00 	7.00 	0 	1 	  0.60
116 	2 	15.00 	6.00 	0 	1 	  0.50
117 	1 	0.00 	2.00 	0 	1 	  0.55
118 	3 	30.00 	3.00 	0 	1 	  0.82
119 	4 	45.00 	2.00 	0 	1 	  0.59
120 	4 	45.00 	3.00 	0 	1 	  0.51
121 	3 	30.00 	3.00 	0 	1 	  0.63
122 	1 	0.00 	0.00 	0 	1 	  0.54
123 	1 	0.00 	6.00 	0 	1 	  0.54
124 	4 	45.00 	5.00 	0 	1 	  0.64
125 	4 	45.00 	8.00 	0 	1 	  0.56
126 	2 	15.00 	1.00 	0 	1 	  0.62
127 	3 	30.00 	1.00 	0 	1 	  0.57
128 	1 	0.00 	3.00 	0 	1 	  0.42
129 	3 	30.00 	3.00 	0 	1 	  0.78
130 	3 	30.00 	7.00 	0 	1 	  0.69
131 	3 	30.00 	8.00 	0 	1 	  0.67
132 	3 	30.00 	8.00 	0 	1 	  0.93
133 	1 	0.00 	4.00 	0 	1 	  1.44
134 	1 	0.00 	4.00 	0 	1 	  0.60
135 	2 	15.00 	7.00 	0 	1 	  0.62
136 	3 	30.00 	4.00 	0 	1 	  0.70
137 	1 	0.00 	7.00 	0 	1 	  0.60
138 	3 	30.00 	4.00 	0 	1 	  0.74
139 	1 	0.00 	0.00 	0 	1 	  0.57
140 	2 	15.00 	2.00 	0 	1 	  0.50
141 	2 	15.00 	3.00 	0 	1 	  0.55
142 	4 	45.00 	2.00 	0 	1 	  0.93
143 	3 	30.00 	5.00 	0 	1 	  1.26
144 	2 	15.00 	8.00 	0 	1 	  0.88
145 	3 	30.00 	6.00 	0 	1 	  0.65
146 	2 	15.00 	7.00 	0 	1 	  0.57
147 	2 	15.00 	4.00 	0 	1 	  0.60
148 	1 	0.00 	5.00 	0 	1 	  0.69
149 	2 	15.00 	5.00 	0 	1 	  0.57
150 	1 	0.00 	4.00 	0 	1 	  0.63
151 	1 	0.00 	4.00 	0 	1 	  0.42
152 	3 	30.00 	8.00 	0 	1 	  0.56
153 	4 	45.00 	6.00 	0 	1 	  0.46
154 	2 	15.00 	8.00 	0 	1 	  0.51
155 	4 	45.00 	5.00 	0 	1 	  0.77
156 	1 	0.00 	1.00 	0 	1 	  0.79
157 	3 	30.00 	2.00 	0 	1 	  1.12
158 	3 	30.00 	2.00 	0 	1 	  0.61
159 	3 	30.00 	5.00 	0 	1 	  0.62
160 	2 	15.00 	5.00 	0 	1 	  0.67
161 	3 	30.00 	8.00 	0 	1 	  0.61
162 	4 	45.00 	6.00 	0 	1 	  0.57
163 	2 	15.00 	7.00 	0 	1 	  0.71
164 	4 	45.00 	5.00 	0 	1 	  0.47
165 	2 	15.00 	7.00 	0 	1 	  0.52
166 	2 	15.00 	3.00 	0 	1 	  0.50
167 	1 	0.00 	0.00 	0 	1 	  0.52
168 	1 	0.00 	0.00 	0 	1 	  0.99
169 	2 	15.00 	8.00 	0 	1 	  0.94
170 	4 	45.00 	6.00 	0 	1 	  0.53
171 	2 	15.00 	7.00 	0 	1 	  0.52
172 	3 	30.00 	5.00 	0 	1 	  0.54
173 	3 	30.00 	5.00 	0 	1 	  0.50
174 	3 	30.00 	6.00 	0 	1 	  0.45
175 	3 	30.00 	5.00 	0 	1 	  0.48
176 	1 	0.00 	8.00 	0 	1 	  0.96
177 	1 	0.00 	8.00 	0 	1 	  0.50
178 	1 	0.00 	8.00 	0 	1 	  0.46
179 	3 	30.00 	6.00 	0 	1 	  0.70
180 	1 	0.00 	8.00 	0 	1 	  1.16
